MMSI,dark_events,last_position
368229980,1,2022-03-31 12:12:20+00:00
368230230,1,2022-03-31 13:05:38+00:00
368230420,1,2022-03-31 22:23:10+00:00
368231960,1,2022-03-31 23:52:02+00:00
368232580,1,2022-03-31 18:50:54+00:00
368236280,1,2022-03-31 12:08:44+00:00
368236580,1,2022-03-31 12:08:43+00:00
368237000,1,2022-03-31 10:16:38+00:00
368237220,1,2022-03-31 12:08:45+00:00
368238240,1,2022-03-31 12:09:40+00:00
368239150,1,2022-03-31 14:26:32+00:00
368239220,1,2022-03-31 10:54:41+00:00
368241270,1,2022-03-31 15:53:22+00:00
368241390,1,2022-03-31 16:36:33+00:00
368241640,1,2022-03-31 20:07:36+00:00
368242650,1,2022-03-31 16:31:52+00:00
368243320,1,2022-03-31 12:44:40+00:00
368243490,1,2022-03-31 08:39:34+00:00
368244630,1,2022-03-31 19:28:30+00:00
368248000,1,2022-03-31 08:32:09+00:00
368302000,2,2022-03-31 23:02:53+00:00
368335000,1,2022-03-31 08:38:48+00:00
368417000,1,2022-03-31 22:59:49+00:00
368502516,1,2022-03-31 14:42:06+00:00
368515000,1,2022-03-31 17:30:54+00:00
368612000,1,2022-03-31 12:13:37+00:00
368926038,1,2022-03-31 12:08:41+00:00
368926043,1,2022-03-31 12:08:45+00:00
368926054,1,2022-03-31 23:59:36+00:00
369108000,1,2022-03-31 07:14:56+00:00
369141000,1,2022-03-31 15:13:58+00:00
369260000,1,2022-03-31 16:15:41+00:00
369296000,1,2022-03-31 23:59:26+00:00
369361000,1,2022-03-31 13:15:19+00:00
369369000,1,2022-03-31 21:26:30+00:00
369493415,1,2022-03-31 18:08:33+00:00
369493669,2,2022-03-31 22:21:14+00:00
369629000,1,2022-03-31 19:22:11+00:00
369853000,1,2022-03-31 12:08:41+00:00
369970329,1,2022-03-31 12:08:42+00:00
369970379,1,2022-03-31 12:08:45+00:00
369970438,1,2022-03-31 12:08:45+00:00
369970443,1,2022-03-31 12:08:45+00:00
369970472,1,2022-03-31 12:08:46+00:00
369970473,1,2022-03-31 12:08:48+00:00
369970601,1,2022-03-31 18:57:52+00:00
369970628,1,2022-03-31 12:08:47+00:00
369970630,1,2022-03-31 12:08:46+00:00
369970656,1,2022-03-31 12:08:48+00:00
369970732,1,2022-03-31 12:09:12+00:00
369970978,1,2022-03-31 12:08:43+00:00
369990190,1,2022-03-31 17:17:24+00:00
369990225,1,2022-03-31 10:59:11+00:00
369990461,1,2022-03-31 11:41:07+00:00
370490000,1,2022-03-31 22:56:08+00:00
370894000,1,2022-03-31 23:28:49+00:00
371083000,1,2022-03-31 10:17:34+00:00
371353000,1,2022-03-31 19:38:10+00:00
372916000,1,2022-03-31 23:46:06+00:00
372955000,1,2022-03-31 23:53:29+00:00
373198000,1,2022-03-31 10:12:35+00:00
374148000,1,2022-03-31 13:05:32+00:00
374149000,1,2022-03-31 22:45:41+00:00
374875000,1,2022-03-31 23:24:59+00:00
375021000,1,2022-03-31 23:17:41+00:00
377911000,1,2022-03-31 19:28:19+00:00
378111343,1,2022-03-31 09:49:33+00:00
378112304,1,2022-03-31 20:33:23+00:00
378113293,1,2022-03-31 17:17:57+00:00
378113349,1,2022-03-31 12:11:35+00:00
378113382,1,2022-03-31 13:27:31+00:00
378113466,1,2022-03-31 17:58:23+00:00
378391000,1,2022-03-31 21:31:11+00:00
388429625,1,2022-03-31 15:20:54+00:00
405000239,1,2022-03-31 09:23:14+00:00
413173000,1,2022-03-31 16:50:06+00:00
441304000,1,2022-03-31 23:11:23+00:00
477014800,1,2022-03-31 23:21:40+00:00
477110400,1,2022-03-31 19:51:29+00:00
477252700,1,2022-03-31 07:45:15+00:00
477300700,1,2022-03-31 23:59:29+00:00
477478500,1,2022-03-31 21:41:25+00:00
477690700,1,2022-03-31 22:31:23+00:00
477708500,1,2022-03-31 09:26:26+00:00
503115150,1,2022-03-31 20:47:05+00:00
505187000,1,2022-03-31 12:10:15+00:00
518630000,1,2022-03-31 11:50:52+00:00
538003274,1,2022-03-31 23:59:28+00:00
538004150,1,2022-03-31 18:54:18+00:00
538004164,1,2022-03-31 15:11:31+00:00
538004335,1,2022-03-31 22:41:38+00:00
538004416,1,2022-03-31 23:59:28+00:00
538004791,1,2022-03-31 14:28:52+00:00
538005111,1,2022-03-31 19:42:50+00:00
538005117,1,2022-03-31 19:45:46+00:00
538005261,1,2022-03-31 14:16:27+00:00
538005539,1,2022-03-31 19:47:06+00:00
538005740,1,2022-03-31 22:14:11+00:00
538006159,1,2022-03-31 23:59:05+00:00
538006385,1,2022-03-31 23:59:19+00:00
538006693,1,2022-03-31 19:14:14+00:00
538006962,1,2022-03-31 10:30:40+00:00
538007250,1,2022-03-31 07:52:29+00:00
538007611,1,2022-03-31 23:59:05+00:00
538007691,1,2022-03-31 18:37:43+00:00
538008289,1,2022-03-31 18:36:06+00:00
538008349,1,2022-03-31 20:17:33+00:00
538008641,1,2022-03-31 19:35:22+00:00
538008979,1,2022-03-31 12:24:16+00:00
538009142,1,2022-03-31 21:35:18+00:00
538009222,1,2022-03-31 06:47:00+00:00
538070064,1,2022-03-31 21:41:20+00:00
538070485,1,2022-03-31 20:58:26+00:00
538070972,1,2022-03-31 10:45:27+00:00
538079779,1,2022-03-31 23:18:05+00:00
548995000,1,2022-03-31 14:41:49+00:00
563001900,1,2022-03-31 22:08:46+00:00
563036600,1,2022-03-31 23:59:29+00:00
563064100,1,2022-03-31 18:28:37+00:00
563073300,1,2022-03-31 23:59:26+00:00
563077600,1,2022-03-31 21:51:51+00:00
563097200,1,2022-03-31 23:59:30+00:00
563110400,1,2022-03-31 15:00:27+00:00
563126500,1,2022-03-31 23:14:50+00:00
563143000,1,2022-03-31 23:59:28+00:00
563326000,1,2022-03-31 17:47:14+00:00
563637000,1,2022-03-31 22:30:50+00:00
563935000,1,2022-03-31 19:45:43+00:00
564225000,1,2022-03-31 19:48:37+00:00
565592000,1,2022-03-31 19:44:01+00:00
565819000,1,2022-03-31 21:29:09+00:00
566607000,1,2022-03-31 21:40:44+00:00
566699000,1,2022-03-31 07:27:02+00:00
577358000,1,2022-03-31 09:24:50+00:00
577370000,1,2022-03-31 19:51:18+00:00
577403000,1,2022-03-31 23:48:36+00:00
636014809,1,2022-03-31 17:32:02+00:00
636015161,1,2022-03-31 22:32:14+00:00
636016399,1,2022-03-31 18:38:21+00:00
636017382,1,2022-03-31 06:47:45+00:00
636017520,2,2022-03-31 22:02:32+00:00
636017973,1,2022-03-31 20:38:02+00:00
636018189,1,2022-03-31 14:20:42+00:00
636018237,1,2022-03-31 23:59:06+00:00
636018862,1,2022-03-31 19:44:46+00:00
636019077,1,2022-03-31 19:43:51+00:00
636019086,1,2022-03-31 23:18:22+00:00
636019087,1,2022-03-31 14:50:01+00:00
636019213,1,2022-03-31 23:59:39+00:00
636019413,1,2022-03-31 18:20:02+00:00
636019824,1,2022-03-31 20:20:34+00:00
636020121,1,2022-03-31 17:46:12+00:00
636020439,1,2022-03-31 18:56:20+00:00
636020869,1,2022-03-31 22:55:58+00:00
636021061,1,2022-03-31 21:33:53+00:00
636021252,1,2022-03-31 10:37:44+00:00
636021392,1,2022-03-31 23:59:17+00:00
636092678,1,2022-03-31 20:04:53+00:00
636092866,1,2022-03-31 16:11:02+00:00
